465520,3234,210,460654,33,424415,20,48191,430576,30,20,23,25,215
465520,3170,215,414135,30,424415,20,43135,430576,30,20,20,20,20
465520,3170,215,414135,30,424415,20,43135,430576,30,20,20,20,20
465520,3234,210,460654,33,424415,215,43135,465518,3255,215,23,25,213
465520,3234,210,460654,33,424415,215,43135,465518,3255,215,23,20,213
465520,3170,215,414135,30,424415,20,41023,465455,30,20,20,20,20
465520,3234,210,460654,33,424415,215,43135,465518,3255,215,23,25,213
465520,3170,215,414135,30,424415,20,41023,465455,30,20,20,20,20
465520,3170,27,414135,33,424415,20,43135,430576,3255,20,212,20,20
465520,3234,210,460654,33,424415,20,48191,465518,30,20,23,20,215
465520,3234,210,460654,30,424415,20,43135,464496,3255,215,20,215,20
465520,3170,215,414135,30,424415,20,41023,465455,30,20,20,20,20
465520,3234,210,460654,30,424415,20,43135,464496,3255,215,20,215,20
465520,3170,215,414135,30,424415,20,43135,430576,30,20,20,20,20
465520,3170,210,460654,30,424415,215,43135,465455,3255,20,20,215,20
465520,3234,210,460654,33,424415,20,43135,430576,3240,210,23,20,215
465520,3234,210,460654,30,424415,20,43135,465455,3255,215,20,215,212
465520,3234,210,460654,33,424415,215,43135,465518,3255,215,23,25,213
465520,3234,210,460654,33,424415,20,43135,430576,30,20,23,25,215
465520,3234,210,460654,33,424415,20,43135,430576,3240,210,23,20,215
465520,3234,210,460654,33,424415,20,43135,430576,3240,210,23,20,215
465520,3234,210,460654,33,424415,215,43135,465518,3255,215,23,25,213
465520,3170,215,414135,30,424415,20,43135,430576,30,20,20,20,20
465520,3234,210,460654,33,424415,20,48191,465518,30,20,23,20,215
465520,3170,215,414135,30,424415,20,41023,456799,30,20,20,20,20
465520,3234,210,460654,33,424415,23,43135,465518,30,20,23,27,25
465520,3170,210,460654,30,424415,215,43135,465518,3255,20,20,215,213
465520,3170,215,414135,30,424415,20,41023,456799,30,20,20,20,20
465520,3170,215,414135,30,424415,20,43135,430576,30,20,20,20,20
465520,3234,210,460654,33,424415,215,43135,465518,3255,215,23,25,213
465520,3234,210,460654,30,424415,20,43135,465455,3255,215,20,215,20
465520,3170,210,460654,30,424415,20,43135,465518,3255,20,20,215,213
465520,3170,210,460654,30,424415,20,43135,465518,3255,20,20,215,215
465520,3234,210,460654,3252,424415,20,457231,465518,30,28,212,20,215
465520,3234,210,460654,30,424415,20,43135,465455,3255,215,20,215,20
465520,3234,210,460654,33,424415,20,43135,465518,30,20,23,20,215
465520,3170,215,414135,30,424415,20,41023,465455,30,20,20,20,20
465520,3170,210,460654,30,424415,20,43135,465518,3255,20,20,215,215
465520,3234,210,460654,33,424415,20,43135,430576,3240,210,23,20,215
465520,3234,210,460654,33,424415,20,43135,465518,3255,215,23,25,213
465520,3234,210,460654,33,424415,20,43135,465518,30,20,23,20,215
465520,3234,210,460654,33,424415,215,43135,465455,3255,20,23,25,212
465520,3170,20,414135,30,424415,20,41023,465518,3255,20,215,215,20
465520,3234,210,460654,33,424415,23,43135,465518,30,20,23,27,25
465520,3170,215,414135,30,424415,215,43135,430576,30,20,20,20,20
465520,3234,210,460654,33,424415,215,48191,464496,30,212,23,25,212
465520,3170,20,414135,30,424415,20,43135,430576,30,215,215,215,212
465520,3234,210,460654,33,424415,20,43135,430576,3240,210,23,20,215
465520,3234,210,460654,33,424415,20,48191,465518,30,20,23,20,215
465520,3170,210,460654,3252,424415,215,457231,465518,3240,20,212,20,215
465520,3170,210,460654,3252,424415,215,457231,465518,3240,20,212,20,215
465520,3234,210,460654,33,424415,20,43135,465518,3255,215,23,25,25
465520,3170,210,460654,30,424415,20,43135,465518,3255,20,20,215,213
465520,3234,210,460654,30,424415,20,43135,430576,3255,215,20,215,212
465520,3234,210,460654,33,424415,20,43135,465518,3255,215,23,25,213
465520,3234,210,460654,33,424415,20,43135,465518,3255,215,23,25,25
465520,3234,210,460654,33,424415,215,43135,465518,3255,215,23,25,213
465520,3234,210,460654,33,433111,27,43135,465518,3252,20,23,27,213
465520,3170,215,414135,30,424415,20,41023,456799,30,20,20,20,20
465520,3170,215,414135,30,424415,20,43135,430576,30,20,20,20,20
465520,3234,210,460654,33,433111,27,43135,424490,3252,20,23,27,213
465520,3170,210,460654,30,424415,20,43135,465518,3255,20,20,215,213
465520,3170,20,414135,30,424415,215,43135,465518,3255,215,215,25,215
